Hate_Speech,Counter_Narrative,Counter_Type,Target_Group
این کودکان نباید در معرض پیام ها و تجربیاتی قرار گیرند که برابری را در بین هویت های نژادی مختلف تقویت می کند: آنها برای آنها مضر هستند. ما باید به آنها بیاموزیم که سیاه پوستان پست هستند.,آموزش نفرت به کودکان با اصول اولیه تربیت و اخلاق در تضاد است. چه کسی به ما حق داده که آینده کودکان را با تعصب و نفرت آلوده کنیم؟ آیا واقعاً می‌خواهیم نسلی بزرگ کنیم که از دیگران متنفر باشند؟,"Counter Questions, Contradiction",گروه نژادی
این آمریکا نیست ما مهاجر نمی پذیریم و اگر آنها در اینجا زندگی می کنند، نباید هیچ حقوقی داشته باشند، زیرا آنها شهروندان واقعی نیستند.,طبق قوانین بین‌المللی حقوق بشر، همه انسان‌ها صرف‌نظر از وضعیت شهروندی، دارای حقوق اساسی هستند. محروم کردن مهاجران از حقوق انسانی می‌تواند به بی‌ثباتی اجتماعی، افزایش جرم و آسیب‌های اقتصادی منجر شود.,"Facts, Warning of Consequences",گروه نژادی
ما نمی توانیم سیاه پوستان را در جامعه خود بپذیریم.,این دیدگاه کاملاً مغایر با اصول انسانی و اخلاقی است. طرد افراد بر اساس رنگ پوست آنها نه تنها ظالمانه است، بلکه جامعه را از استعدادها و مشارکت‌های ارزشمند محروم می‌کند.,"Denouncing, Warning of Consequences",گروه نژادی
ما در کشورمان به سیاه‌پوستان نیاز نداریم، همه آنها باید بمیرند.,تنوع نژادی ثروت جامعه ماست. نفرت و خشونت، ارزش‌های انسانی را نابود می‌کند.,Denouncing,گروه نژادی
ما باید از پذیرفتن سیاه پوستان به عنوان انسان دست برداریم.,آیا به راستی می‌توان انسان‌ها را بر اساس رنگ پوستشان تقسیم‌بندی کرد؟ علم ژنتیک ثابت کرده همه انسان‌ها ۹۹.۹٪ DNA مشترک دارند.,"Facts, Counter Questions",گروه نژادی
در مورد تمام مواقعی که سفیدپوستان به سیاه پوستان می گفتند «بنشین و ساکت شو» چطور؟ الان باید انجامش بدیم,تکرار اشتباهات گذشته، ما را به آینده‌ای بهتر نمی‌رساند. ما باید نفرت و تبعیض را محکوم کنیم و به جای آن، گفتگوی برابر و احترام متقابل را ترویج دهیم.,"Positive Response, Denouncing",گروه نژادی
مهاجران سفید پوست خوش آمدید.,مهاجران از هر رنگ و نژادی، با فرهنگ‌های متنوع خود، جامعه ما را غنی‌تر می‌کنند.,Positive Response,گروه نژادی
سفیدپوستان ذاتا برتر از آفریقایی ها و دیگر رنگین پوستان هستند.,تحقیقات علمی ثابت کرده همه انسان‌ها از یک نیای مشترک هستند و تفاوت‌های ژنتیکی بین نژادها بسیار ناچیز است. تنوع فرهنگی و نژادی، دنیای ما را زیباتر و غنی‌تر می‌کند.,"Facts, Positive Response",گروه نژادی
شما همچنین می توانید به سیاه پوستان بگویید که آنها کلمه n هستند زیرا در این صورت آنها به سختی یاد می گیرند.,آیا می‌دانید چنین سخنانی چه آسیب روحی عمیقی به افراد می‌زند؟ استفاده از چنین کلمات نژادپرستانه نه تنها روابط انسانی را تخریب می‌کند، بلکه می‌تواند به پیگردهای قانونی و طرد اجتماعی منجر شود.,"Counter Questions, Warning of Consequences",گروه نژادی
سیاه پوستان ضعیف هستند و من به آنها اهمیت نمی دهم.,آیا واقعاً قهرمانان المپیک، ورزشکاران برجسته و دانشمندان سیاه‌پوست را ضعیف می‌دانید؟,Counter Questions,گروه نژادی
ظاهر سیاه پوستان با طبیعت غیراخلاقی آنها مطابقت دارد.,اخلاق به رنگ پوست مربوط نیست بلکه به رفتار و کردار هر انسان بستگی دارد. گسترش چنین دیدگاه‌های نژادپرستانه‌ای می‌تواند به انزوای اجتماعی شما و شکل‌گیری جامعه‌ای پر از تنش و نفرت منجر شود.,"Positive Response, Warning of Consequences",گروه نژادی
سیاهپوستان از نظر ژنتیکی هوش کمتری نسبت به سایر نژادها دارند. آنها کمتر سالم هستند. آنها کمتر ایمن هستند.,این ادعا کاملاً بی‌اساس و غیرعلمی است. تحقیقات نشان داده که هوش به نژاد ارتباطی ندارد و تنوع درون گروهی بسیار بیشتر از تفاوت‌های بین گروهی است. آیا تا به حال فکر کرده‌اید که چرا مردم از همه نژادها در زمینه‌های مختلف موفق می‌شوند؟,"Facts, Counter Questions",گروه نژادی
سیاهپوستان ذاتاً خشن هستند، تمایل به جنایتکاری دارند، ذاتاً بی ثبات هستند، همه آنها با بچه ها بد هستند.,این تعمیم‌های نژادپرستانه کاملاً محکوم است و هیچ پایه علمی ندارد. رفتار انسان‌ها به شخصیت فردی، تربیت و محیط اجتماعی مربوط می‌شود، نه رنگ پوستشان.,"Denouncing, Contradiction",گروه نژادی
سیاه پوستان به زبانی متفاوت صحبت می کنند و رفتارشان با ما متفاوت است.,تفاوت‌های زبانی و فرهنگی بین انسان‌ها بخشی از تنوع طبیعی جامعه است، نه دلیلی برای تبعیض. چنین تعمیم‌هایی به گسترش نابرابری و تفرقه در جامعه منجر می‌شود.,"Facts, Warning of Consequences",گروه نژادی
من از سیاه پوستان متنفرم، از رفتار خشونت آمیز آنها متنفرم، از تجاوز جنسی آنها و از بی احترامی آنها به زنان متنفرم.,چطور می‌توانی همه سیاه‌پوستان را با چند نمونه قضاوت کنی؟ مگر در هر نژادی افراد خوب و بد نیستند؟,"Contradiction, Counter Questions",گروه نژادی
اگر می خواهید در مورد حقوق سیاهان صحبت کنید، پس باید در مورد نسل کشی سفیدپوستان صحبت کنید.,"دفاع از حقوق هر گروه انسانی، شامل همه می‌شود و با تفکرات افراطی مانند ""نسل‌کشی"" هیچ مشکلی حل نمی‌شود. چنین ادعاهایی جامعه را به سمت خشونت و نفرت بیشتر سوق می‌دهد.","Positive Response, Warning of Consequences",گروه نژادی
نیگا ها پست تر هستند و باید یک بار دیگر به بردگی گرفته شوند.,همه انسان‌ها برابر آفریده شده‌اند. چنین دیدگاه‌های نژادپرستانه‌ای با ارزش‌های انسانی در تضاد کامل است.,"Positive Response, Contradiction",گروه نژادی
جامعه آفریقایی-آمریکایی از فقر، جرم و جنایت و بیکاری با نرخ بی سابقه ای رنج می برد، و با این حال آنها همیشه ما را طوری تربیت می کنند که گویی فقط تقصیر سفیدپوستان است.,این تعمیم‌های نژادپرستانه چقدر به حل مشکلات کمک می‌کند؟ سادانگارانه است که مسائل پیچیده اجتماعی-اقتصادی را به یک نژاد خاص نسبت دهیم و آنها را سرزنش کنیم بدون درک ریشه‌های تاریخی و سیستمی.,"Denouncing, Counter Questions",گروه نژادی
